timestamp_unix,latency_ms,ok,http_status,gateway_instance,error
1782128399.476272,5.427,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128399.582699,3.165,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128399.686893,3.568,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128399.790726,2.386,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128399.893947,4.842,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.003360,6.350,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.110956,5.858,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.218078,4.943,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.323753,4.745,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.429672,5.214,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.535879,4.988,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.644382,4.692,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.750024,5.403,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.855890,4.807,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128400.963651,4.158,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128401.070083,5.398,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128401.177053,4.981,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128401.282954,4.662,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128401.388941,5.863,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128401.497315,5.345,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128401.603741,6.242,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128401.711019,5.886,1,200,inference-gateway-78cbd9f4cc-bf52k,
